time,ax,ay,az,latitude,longitude,speed
2026-04-22T05:25:25.048Z,-0.38,0.2201,0.2094,3.2537116547636016,101.72965695226532,1.0762
2026-04-22T05:25:25.680Z,-0.1935,-0.2464,-0.0878,3.2537116547636016,101.72965695226532,1.0762
2026-04-22T05:25:26.307Z,-0.0794,0.0807,-0.7367,3.25370816979534,101.72965671950392,1.0762
2026-04-22T05:25:26.936Z,0.0692,-0.5027,-0.0294,3.25370816979534,101.72965671950392,1.0762
2026-04-22T05:25:27.565Z,-0.2118,-0.2336,-1.0082,3.2537164861002776,101.72965268642103,1.0762
2026-04-22T05:25:28.205Z,0.4895,-0.1432,0.2858,3.253727128969456,101.72964619038277,1.0252
2026-04-22T05:25:28.835Z,0.2996,-0.1976,-0.3017,3.253727128969456,101.72964619038277,1.0252
2026-04-22T05:25:29.464Z,-0.0074,-0.1657,-0.0052,3.253734025287535,101.72964103505308,1.0973
2026-04-22T05:25:30.097Z,-0.0051,0.0369,-0.3274,3.253737669495398,101.72963738279958,0.9934
2026-04-22T05:25:30.725Z,-0.0341,-0.3693,-0.5828,3.253737669495398,101.72963738279958,0.9934
2026-04-22T05:25:31.365Z,-0.032,-0.7682,-0.2755,3.253746522629047,101.7296368956281,0.9934
2026-04-22T05:25:31.993Z,0.2036,-0.2462,0.1551,3.253746522629047,101.7296368956281,0.9934
2026-04-22T05:25:32.624Z,0.1833,0.4183,0.1511,3.253751673046843,101.72963427085128,0.9934
2026-04-22T05:25:33.254Z,0.1706,-0.1824,0.9816,3.253753839584348,101.72962957535994,0.9934
2026-04-22T05:25:33.883Z,0.0379,-0.1447,-0.0107,3.253753839584348,101.72962957535994,0.9934
2026-04-22T05:25:34.523Z,0.1182,-0.0932,-0.5311,3.2537529514203016,101.72962701025634,0.7405
2026-04-22T05:25:35.153Z,0.3985,-0.3665,-0.0794,3.2537492684752856,101.72962776665636,0.6495
2026-04-22T05:25:35.785Z,1.2382,0.8009,1.3725,3.2537492684752856,101.72962776665636,0.6495
2026-04-22T05:25:36.412Z,0.362,-0.8954,-0.0837,3.253740292871735,101.72962810052525,0.4108
2026-04-22T05:25:37.042Z,0.055,-0.3818,0.1894,3.253740292871735,101.72962810052525,0.4108
